	Joy	Sadness	Neutral	Disgust	Anger	Surprise	Fear
did it	0.91535558885	-0.260673225986	-0.55316812223	-0.279743504486	-0.0642719826551	0.00783538560408	0.499937313449
did just	-0.819709378574	-0.217970185961	-0.300179850129	1.27898686951	-1.02618792705	0.554042859138	0.2107652329
did my	0.344304750011	-0.550755032968	-0.278117304524	-0.386081957739	0.882284819527	0.584694094702	-0.0789689563172
did not	0.474202454419	0.712144025449	-0.635166348251	-0.777634234833	0.176999234572	0.606783034932	-0.804197071525
did that	-0.554905979577	-0.446651565542	0.276460883893	-0.126305935942	0.0541583063869	0.857997596062	-0.145696061027
did the	-0.351310113185	0.132869540798	0.452964984487	-0.279521108144	0.475944373426	0.463226560103	-0.336511197365
did they	-0.734388774623	-0.829716120391	1.1886327673	-0.480433890899	0.43421845572	1.02032335714	-0.123208940989
did this	-0.205436591033	0.0952807717272	-0.627751141839	0.45389648951	-0.646802655406	0.493329820351	0.656223662812
did to	0.250927437086	0.443544380704	-1.94273543935	0.919405987878	0.817129374008	-1.37305328328	-0.55737486462
did user	-0.804018547853	0.524640914944	0.0141817744134	0.111071116693	0.157912424521	0.910267932481	-1.0529290076
did we	-0.464184316518	0.472285485362	-0.367363294099	-0.312684348134	0.710051954089	0.375023838143	-0.345603429925
did you	-0.653967986247	-0.784623319688	3.38561757314	-0.312070332318	-0.570113382779	-0.8386054892	0.594440630934
did you get	0.0258647556008	-0.734639735076	0.772863772705	-0.0253154187311	-0.0287994092535	1.41618007678	-0.644020632281
did you know	0.600385080235	-1.75423097614	-0.572738963869	-1.0617057929	-1.08364757995	1.56995098186	1.06850802334
did you see	0.661980280768	-0.358487872717	-0.693271417414	0.692498775197	0.103789477187	-0.663010398193	-0.635894134512
didn	1.09336857465	0.518076818902	-0.519250336841	-0.664696287138	-0.456270131504	0.722362523129	0.597711600654
didnt	-1.3171927145	1.61690503981	-2.58271474378	-0.526874465804	1.08642209512	2.03226109435	-1.29619544017
didnt do	0.192042133887	-0.316272995738	0.567943255639	-0.478725583098	0.742674459894	-1.24961958377	0.838788275959
didnt even	-0.468680824151	0.136919598539	0.117257149501	-0.139099801442	0.933497920124	-1.05700479175	-0.294535975705
didnt even get	-1.99721697997	0.751928360238	-0.265675003581	-0.750319957187	1.28178962024	-1.32434222416	-1.40118780557
didnt even know	0.335807678904	-1.23382854213	1.72292896862	0.0596627842594	-0.527265526513	1.41846753922	-0.525447221456
didnt get	-0.42311641827	1.98849682456	-0.882261761937	-1.84176719505	0.559648442169	-0.518364514027	-1.3557570249
didnt get to	-3.60319051793	2.44756676168	1.09920781862	-0.000471878152482	0.559503331376	-1.44935281591	-1.79117956798
didnt go	0.390390540556	0.38346589798	-0.233808915724	0.80598503147	-0.462755321764	-0.864614774916	0.2262516649
didnt have	0.0681629601164	0.562574445569	-0.163379184939	0.204038613505	0.322073620472	-0.697875686218	-0.142412811469
didnt have to	3.19934232198	-1.44452702613	-0.255344056891	0.119368411528	-0.989336835736	0.723028314875	-0.560734856631
didnt know	-0.57795196534	-0.993528949614	1.57500234993	0.234134777986	-0.972134075978	2.3277130738	-0.671143818072
didnt like	-0.433207758715	0.728135772966	-0.632928813532	0.686813874075	-0.14776073293	-0.0422738252915	-0.301265496735
didnt make	-1.11569413198	1.89375527491	-0.279119995133	-1.01057234549	0.247464658274	0.466748441124	-0.73840842556
didnt realize	-0.832966756272	-1.5269381949	1.13610080094	0.910219045162	0.679619784079	0.94092678967	0.472807182922
didnt see	-0.710324532153	0.804659426924	-0.111061393117	-1.26210969701	0.328371407629	0.718329380713	-0.845825509973
didnt take	-1.00271845018	0.58185732938	0.224184169018	0.713335335313	-0.0625399216622	0.481994191846	-0.241381943512
didnt think	1.32893770148	-1.41463139519	-1.16332243344	0.485883470644	-0.99836553	2.8185855703	-0.627196807078
didnt want	-0.646364818784	-0.613964824339	-0.414397267933	0.422980797481	0.598407059196	-0.508265322284	1.59811468359
didnt want to	0.429395073238	0.145676652137	-0.193290221677	-0.10613719625	-0.0949871872089	0.741574300495	-0.299207363317
didnt win	-1.63586484002	1.35046342672	-1.50613648789	-0.537695529351	1.34825031128	0.541971660588	-1.94866316264
didnt work	-2.35112626526	1.67981052132	-0.34532436964	-0.731948261916	0.312488174322	1.36579343305	-0.782207620898
die	-0.617519211858	1.34355026644	1.18177762533	0.346159763748	-1.28129498668	-1.01250728398	0.2184981551
die in	-1.11472097239	1.16538991775	-0.182927216207	0.066172838494	0.13964764007	0.114974687446	-0.351811872905
died	-2.19829317928	4.26978206646	-3.41041911786	-1.45529261744	-1.53786543433	-1.11609236506	-0.595827741658
died in	-0.221368909334	0.369292580212	0.631643216579	0.322602701507	-1.08541721554	0.109187054876	0.450454059124
diego	-0.765754301521	0.271497995216	0.112248647692	1.55564975469	-0.117135894629	0.25385994808	-1.16291467932
dies	-2.63769057598	4.86974706382	-3.64580000539	-1.04847477146	-0.65394086417	-0.378026166836	-1.14244295324
diesel	-1.48180973272	-0.748100154655	3.39539411874	-1.81924029008	0.0797909468618	-0.568381669058	-0.899469232376
diet	-1.10354546492	0.307027958819	1.87630091802	0.740152318106	-0.475010867013	-0.843870962233	-0.457894567208
diff	-0.103811964623	-0.290468954385	-0.286731344131	0.321100890403	0.701272745767	0.514663229463	-0.0143303291794
difference	1.75165750969	-0.294607968482	-0.58420740594	-0.354348239279	0.358807633134	-0.520459240538	-1.15855186741
difference between	-1.64525835844	0.607801905284	0.630398987032	1.37331251262	0.493976784805	-0.544238063404	-0.630192558703
different	0.0232915137397	-0.129102058155	-0.00670804997176	-0.523123320129	0.949443500781	-0.158169228753	0.244929048749
differently	1.29969459169	0.602265480917	-0.540121008053	-0.274511324705	-0.0330902512098	-0.98804737857	-0.532573298955
difficult	-0.966966913205	0.730058237893	-1.5698860912	-2.19812012113	2.32791253606	-1.14530410052	-0.105706513543
difficult to	-0.489304445952	-0.299412383859	-0.398172141967	-0.395393977117	0.989593945383	0.97319986625	-0.632124800413
dig	0.311090718317	-0.329597109802	1.10144741724	0.715294198528	0.0829497044487	-0.365478922686	-1.10077903525
digging	0.583821370479	-0.99009527575	-0.263880346887	1.50370635713	-0.626500400077	0.642886492564	-0.459854384914
digital	-0.774590541341	-1.26700488063	2.60530500416	-1.40852302852	-0.164518081281	-1.24267739681	-0.366597153696
dining	0.191769781117	-0.354031002939	0.528101217673	0.913186162411	-0.243667670476	0.0427291994594	-0.353118536983
dinner	1.17478687637	-0.782651204624	1.53354361397	0.367555079539	-1.03112889251	-0.310190505672	-1.03779755902
dinner and	0.875175277851	-0.515309021776	-0.12271989712	-0.37688646638	0.631139291924	0.127134436568	-0.367475918068
dinner with	0.875415215675	-0.701319670385	0.241860375678	-1.57284514868	-1.11058463738	-0.314909565269	1.23977683481
dip	-0.806722292353	-0.838796242758	1.00190727549	2.19714011618	-0.74145258762	-0.633833288005	-1.70508625815
direct	-0.679492550185	-1.47373663619	2.35867777014	-0.754329184325	0.376092581877	0.231964045447	-0.367484245704
directed	-0.676494980397	-1.41534431812	1.9002893496	-0.161667210853	-0.475350559166	-0.155118261872	0.392475003774
direction	0.949825110362	0.199425152771	0.50222867453	-1.22788055423	-0.592466308122	0.172379638991	0.073347907507
directions	-1.07301044049	-0.404578987941	0.919305255195	-0.635731334208	0.942115734511	-0.228423123898	0.776052216379
directly	-0.130280264132	-0.454803414494	0.948348139816	0.637672131493	-0.0594365874737	-0.265928924928	0.261686685033
director	-0.78030150744	-1.53164889907	2.73649416011	-0.448320430182	-1.57665475369	-0.431287327565	-0.215935891512
dirt	-0.568627679338	-0.341088264371	-0.812320916973	2.41684481579	-0.181428980227	-1.29428475527	-1.02662951845
dirty	-2.65115061498	-0.904258633516	-0.983914207559	4.53334256814	-2.26886607876	-0.266961298707	-2.42324840671
dis	-0.516948929316	1.10392598639	0.0774955873659	0.154790059905	0.46158241069	0.21638739981	-0.731195960787
disability	1.24537931279	-0.469182520623	-1.63944055416	1.0408970354	0.106159317505	0.054691364322	0.163018942538
disabled	-0.246126280502	-0.932589985316	-1.90264494155	2.90421126546	-0.471261495214	0.477298589564	-1.19102029447
disagree	-1.60592570705	0.925348809409	0.369208303614	0.475335416945	-0.337593412846	0.834111935573	-0.0797031289227
disappear	-1.93131130665	1.4074487586	-0.889286463959	-0.729156455281	1.30462738193	-1.13782808844	-0.551299403171
disappeared	-2.11475508492	1.26117058265	-1.43988145281	-2.3455881914	1.21454682612	-0.343436996741	1.66332385091
disappoint	-0.131939793704	0.852462377771	0.118383351092	0.131779184619	-0.456305638912	0.0794710730129	0.495755234002
disappointed	-5.87254864662	3.4893800132	-4.04959393378	-0.279781659216	1.04416789101	-0.530826838953	-3.68152339477
disappointed in	-0.789956459771	0.0266178629933	-1.63437905255	1.06214268607	1.04241208378	-0.431850879807	-1.13056780217
disappointed with	-1.35408385859	0.429571127405	-0.634767979231	0.830324171505	1.03688221089	0.351576949474	-0.52152227677
disappointing	-5.27593118764	3.53161593511	-3.37942717405	0.254322002638	0.84939372978	-1.27663285001	-2.40136957097
disappointment	-1.81501543697	3.28900280215	-1.34033455074	-0.32519218897	0.00700993726296	-0.529786125422	-1.91552360359
disaster	-1.87754081933	1.37964985242	0.485671108096	0.224871638283	0.23653812325	-0.643311164501	0.437597084688
disconnected	-1.55458182154	1.10955731652	-2.10287491018	-1.81074401937	2.4574435169	-0.929027151953	-1.1811248667
discount	0.983649316958	-0.964878770805	1.64761549283	-1.76119683116	-0.00534925405437	-0.018032937025	-2.43406897439
discover	1.81098421798	-0.579955866644	0.0279141498258	-0.935026606261	-1.25999253133	0.643395506819	0.195936485626
discovered	1.27564939275	0.374366127023	-1.25163505628	0.274180802404	-1.0834427365	1.42445595662	-0.407464000962
discovery	0.213035697209	-0.845105196318	2.35561176638	-0.340995200802	-1.16000060381	0.159606899946	-0.60199708833
discrimination	-1.92088283115	0.911240165638	-0.856929190723	2.64399552041	-0.390349012541	-0.121559699033	-2.01261684327
discuss	-0.173433166845	-0.669527381708	1.61243997216	0.915704744369	-0.686237890516	-0.030295019984	-0.25764937995
discussing	-0.855472694078	0.0929513143691	1.37369973604	0.339426117881	-0.603803558879	0.561258113982	0.731305709704
discussion	-0.208732215723	0.943839968984	0.471199912386	-0.68263901474	0.241989484292	-0.29249149706	-0.214522360912
disease	-0.594761314633	0.26637524311	-0.454322693184	2.02590212665	-1.28387835489	-0.677578496185	0.731692581188
disgrace	-4.88127165504	-2.0664627906	-2.95636589291	4.39188282636	-1.51100442802	1.27121636513	-3.57802478958
disgraceful	-3.83527361477	-1.07468789696	-3.39360508406	3.74512880089	-1.6894173364	1.76612744359	-2.85173616932
disgust	-3.58305898572	-1.69685038372	-1.88440172012	4.6575703761	-0.610928816501	-0.658906463437	0.65454429945
disgusted	-5.13500346056	-1.9380320668	-4.20636648197	5.16158543958	0.0547149695857	-0.691515099179	-4.03311353656
disgusting	-7.91111469228	-2.80440533342	-6.46538806034	7.7863456402	-3.74565582474	-1.38273234933	-5.93040326657
dish	-0.896862673791	-1.00974259448	2.79826757958	0.867705740669	-0.324690029737	-0.981595830241	-1.88882630802
dishes	0.241922863377	-1.65684334035	0.380399557565	0.596304703518	0.953983488464	-0.187044509502	-1.16284789347
dislike	-4.06552051475	-1.15134149083	-1.83234960235	1.66365340972	2.72804391245	-2.26968646874	-1.11393899983
disney	-0.545670453404	0.327550561874	2.84070266399	-1.28888061408	-1.38825964536	-0.0475020132909	-1.95248191529
disneyland	-0.344378590811	1.18050536472	1.63126849867	-0.470997421629	-1.13166442424	0.562108955559	-0.881476329824
disorder	-2.85754144896	2.14057155641	-3.28599628898	-1.28776740259	-0.754453967215	-1.55200086959	2.63595739462
display	-0.71208606738	-0.977701191454	1.31687593657	0.660340169399	-0.289421661662	1.40438056216	-1.1031505999
disrespect	-2.96659606206	0.523805746486	-1.75512284885	1.70176464748	0.53215575249	0.355812073802	-1.95908356151
disrespectful	-4.01844568635	-0.576465313046	-1.85955021584	2.56811549674	0.554671500715	-0.178641218578	-2.97531931841
dissapointed	-2.9484754099	2.44726559893	-2.02989292467	-0.45820817817	1.2535011277	-0.180063838632	-2.24817794539
dissertation	-2.46970884635	-0.530555239548	-1.22715679534	-0.252247214116	-2.06536088171	-0.846864391997	3.7454642765
distance	1.27850260241	0.970295964385	-1.51706460564	-1.77167543967	-0.309088940838	-0.131176771494	0.277620874195
district	0.57742969785	-0.132456306387	-0.250164563929	-0.292083629342	0.102019793205	0.0976646551401	0.670582358847
disturbing	-3.14363993915	-0.232135593968	-2.35987500041	3.3989036402	-1.76940624057	-0.335290698876	1.12565083979
ditch	-0.720520813024	0.159685923261	0.482816403827	-0.601063052995	0.57655663117	-0.108233790928	0.8542257908
dive	-0.17692915534	-1.2528770006	-1.09141391233	-0.364018605142	-1.05613241447	3.06179567457	0.592457722992
divine	3.38986224898	-0.757173719318	-1.99197508761	-1.18684113188	-1.55626919471	-0.296948624683	-1.82960435173
division	-1.32968778726	1.36716774523	0.0115515426145	-0.0790752494183	-0.034383459676	0.302825293033	0.214963798777
divorce	1.1473263476	1.97913719098	-2.70103256286	-1.18768193351	0.41493064245	-0.452283073062	-0.90867578988
diy	0.860264516119	-0.955332137031	2.37114369744	-1.87379267499	-0.841322993419	-1.10040885464	-1.41179111629
dj	0.676430363309	-0.740919294099	-0.165218693313	-0.0580827743933	0.607416811537	0.6083845133	0.104075204918
dm	-0.561655062854	0.045357936076	2.93342918545	-1.12442533725	0.0560557949473	0.184156422988	-1.03073369595
dm me	-0.482830410778	0.482809701946	0.474977579583	-0.735536125115	0.27997336635	-0.20655852239	0.242633254359
dms	0.376702223603	0.665894882089	-1.89191079372	-0.107432305876	1.04608445276	-0.939466526233	-1.2617761311
dmv	1.13692839216	-1.20093488035	-1.86770585758	-0.0685924147182	1.49251622763	-0.126852529518	-0.618824238244
dnt	-1.7701152025	1.61822223971	-0.387610831084	-0.00807062664519	0.236642781409	-0.074759742382	-0.16065440151
do	-0.406932768185	-0.424901602772	2.16311162547	-0.707548943132	0.632943378875	-0.491934500876	0.126916980643
do about	-0.489281934371	0.154385897363	-1.36662249996	0.187623416446	1.03972232904	-0.567103618044	0.272350136344
do all	0.382829739337	-0.0221414268809	-0.447098940512	0.0972780820738	0.437215908715	-0.6288173907	-0.143719839249
do always	-0.624923837573	0.0999898484918	-0.605810613497	0.242112912927	0.547541380979	-0.944127928647	0.369935696107
do and	0.763873748925	0.10731084572	-0.901916194445	-0.98283177943	0.396153569367	-0.382761690379	-0.06588676194
do anything	0.326965295072	0.718156384098	-2.30275594987	-0.333540507995	0.72723160793	-0.341146655526	-1.72123144323
do anything for	-0.336199411309	1.25385195124	-0.075469293227	0.0131287111685	-0.697161384044	-0.277155976174	-0.857022534718
do anything to	-0.836014567003	1.17879747809	-0.482131101006	1.16295478088	-1.13646650181	-0.461588166215	-0.592262350262
do better	0.122651651468	1.00053203106	-1.0867892182	0.325844232239	0.172300676296	0.726793662662	-0.946474641114
do but	-0.167215750088	0.170606146321	-0.831309282017	0.504253632493	0.3382349528	-0.137521632048	0.129481107429
do ch_positive_emoji	0.580514546172	0.671520920855	-0.06004073396	-0.0310234830428	0.173635481887	-0.27762705692	0.0538500080191
do do	-0.781629852933	0.287555074371	-0.0204627658869	-0.912623377639	-0.170516864268	-0.193838092961	1.76465448754
do even	-0.716097568296	0.749716840954	-1.26394450781	-1.09904798106	0.477986147994	-0.231714612774	0.771618053457
do everything	-0.0751486042526	-0.61282193132	-0.161334634148	-0.356726048377	1.5313794133	-0.556364516312	-0.920033631781
do feel	0.0606756358348	0.654428509089	0.510532210361	-0.635061584486	-0.140748356623	0.251047329373	1.51846910862
do for	0.909367559026	0.840992592906	-0.0830754469897	-0.604779700162	-0.366494045325	-0.171355873766	-0.732024273676
do get	-0.3675940037	0.330823998978	1.29104806515	-1.0128968157	0.336040041085	-0.451262035453	-0.301867683287
do have	0.0114483816218	-0.259879260025	0.673276885593	-0.0597731682274	0.220246854276	0.50064252735	-0.229762200942
do have to	-1.41274010047	0.106721608851	-0.316655075581	-1.14296544249	1.58350236786	-1.31185329611	-0.922151557874
do if	1.41140547834	0.295690150544	-1.40864274357	-1.45502044593	-0.578209927916	-0.881439419565	2.48099655189
do in	0.37756286768	0.41629632284	-0.313043796117	0.378820582594	-0.0959897313069	-0.643704875414	0.149551744287
do is	-1.65491541938	1.05571937076	-1.26922958842	-0.343031489206	1.46016116642	-1.68339203089	-1.17222281885
do it	1.09977649262	-0.574974803814	-0.300434584538	-0.383934658185	-0.106483956316	0.111450934237	0.438656413517
do keep	-0.237727874875	0.137518632941	-0.506408423318	0.424860768039	-0.454942668305	-0.313601697884	0.935336111599
do know	-0.552017014709	-0.507619991031	-0.15635467029	0.887085392259	-0.479282314967	1.06665054321	0.679380551743
do more	0.907391118174	-0.135537627101	0.208821104956	-0.703452807189	0.209136547587	-0.923510031148	0.404049836811
do my	-0.737170417513	0.322956598592	0.322598661628	-0.578130787176	0.650587712537	-0.614910201924	0.20722003139
do need	0.519541139625	-0.768837147881	0.410981687771	-0.853653036926	0.401831254062	-0.620872393244	0.569154100212
do not	0.364954320386	-0.508531156299	-2.58128007872	1.48534307487	0.398737673519	-1.53741799489	0.510126077549
do not have	-0.90829807902	1.11906749575	0.488306571125	-0.772710945162	0.30331275711	-0.20442404516	0.345302197135
do not know	-0.203457568505	1.18652355615	0.160114084799	-0.241626457515	-0.788449839509	0.469241350799	0.3028611106
do not want	-0.647000904939	0.628108754293	-0.00810196194183	0.628368317711	-1.11384887677	-0.109506878357	0.7460479234
do nothing	-0.155766911864	0.746544887675	-0.244534582841	-0.100625811522	0.419862813674	-1.28781551528	-0.572640772271
do now	-0.501743670032	1.34713228152	-1.01406438525	-0.805146735307	-0.0909703199046	-0.390318013163	-0.221004628359
do on	-0.578639787827	0.598264108827	0.421650321083	0.147924394151	0.264856418122	-0.215082376703	0.120756314562
do one	-1.15008937076	0.448371033809	-1.4506417848	-0.502377569827	1.7680138029	-0.715705458166	-0.163349954763
do people	-2.97861949175	-0.606178530365	-1.30113747216	2.59082122132	-0.282750823408	-0.710272557789	-0.47575591383
do shit	1.15994941017	0.504010990254	-0.334475329344	-0.998258235836	0.210534129535	-0.283814597712	-1.64186287219
do so	0.634507640907	-0.0633032166805	-0.563012082709	0.928054367119	0.354013006436	-0.0342380553748	-1.0857123488
do some	0.555228534847	-0.698203278713	-0.826168926542	0.775257231544	0.00519999262925	0.552408126171	-0.437013010191
do something	0.563490250329	0.0120815508468	-1.1771887376	-0.412315540311	1.53934248247	-0.944240216289	-2.03823882933
do that	0.300428397472	-0.00588299177379	0.497625607348	0.481860540242	-0.0734187988125	0.264849001487	-0.486388452851
do the	-0.725213076971	-0.576324352995	0.580127584133	-0.0657663006721	0.928946246634	0.151866297687	0.19186470789
do the same	1.03183721415	0.54279429922	-1.07604405812	1.11753320847	-1.04735273134	0.766736567517	-0.98939033434
do their	0.212863366767	-0.653349057493	-0.648701052677	-0.515806932305	1.97172243454	-0.0775417939135	-1.16453902819
do these	0.333955338199	-0.80238557443	0.134217465025	1.18695695092	-0.839418040723	0.594275447477	0.295264082131
do they	-0.442454026314	-1.00054949432	0.327285545714	0.423492341641	0.00476348536812	1.30252549427	0.684415994999
do things	0.0805718380417	0.170996036463	-0.236366520568	-0.674059709439	0.661423838428	0.812502464547	-1.0696876644
do this	0.137624524117	0.193664102787	-0.26957343098	-0.52155733809	-0.615160840964	-0.249430021988	1.51686822549
do this to	-1.11391392148	1.81274499168	-1.43126710701	0.0351795303343	-0.549506970347	-0.852254551557	0.163446755079
do to	-0.700896988472	1.37938185698	-0.954672524091	-0.0307048070568	0.610285684365	-0.641887737844	0.0613216166081
do today	0.619737295152	-0.21478592778	-0.251585103753	0.867371296295	0.224204207319	0.0309967879696	-0.800727923037
do url	2.81779197247	-0.710009434997	0.494194796984	-0.802314470181	-1.24792632022	-0.970542536805	0.242473246834
do user	0.696732513038	-0.900724539655	0.468857096459	-0.798630462345	0.812740653638	0.831270874552	-0.471633528612
do we	-0.961264994956	-0.0766345816261	-0.307114254519	1.03102525432	0.681045433611	-0.344674957523	1.13228946395
do what	2.0500505735	-1.19411242247	-1.04579078202	-0.660880850872	0.591452365337	-0.347184862612	-0.681338384304
do what you	-0.811032064668	-0.709689713343	-0.265110232369	-0.681834632543	0.334569642959	0.753619074015	0.581905384694
do whatever	1.82802150445	0.112929156705	-1.23345164431	-0.0767348826599	-1.2038342529	-0.722385228665	-0.836600438528
do when	-1.00922439692	1.61856403135	0.272851789449	0.0336351151625	-0.762508198909	-1.25191647909	0.937928758914
do with	-0.409433592158	1.20023112061	-0.263899957714	-0.255072929694	0.334320682313	-0.378615489823	0.484858135686
do with my	-2.28085075969	2.00673728606	-0.733583770375	-0.780570942308	0.538397413498	-0.839427318472	-0.352158430237
do without	3.4915286648	-0.334904247005	-2.08360524698	0.139031222843	-1.24613867533	-2.02091834804	-0.932031154336
do you	-0.17552814334	-1.15082012761	2.33705312405	0.069427676299	0.367815279641	-0.581674011765	0.101327219822
do you do	-0.966249145542	1.68005334083	-1.24816038387	-0.375884661177	-0.164825757618	1.12365437881	0.724637089669
do you ever	-0.678346838641	0.853914626357	-2.08011431962	-0.8834789451	0.179014529087	1.47312129586	1.59927013042
do you get	-0.846161262533	0.698218958056	0.589545215537	-1.03305182842	0.733263096578	-1.06638335627	0.429101127797
do you have	-0.407338516674	-0.247245778533	0.763452522285	-0.619904382545	0.0797859415565	-0.0253385603899	0.525480798283
do you know	0.54223782119	0.168667893383	-0.0657761568566	-1.21504476839	-0.711872632185	1.01627494401	0.97392278514
do you not	-1.59476415755	-0.014599098025	-0.993237746422	0.605945552103	0.645363178805	1.03920748938	-1.61823430498
do you think	-0.942992473468	-1.43517188562	2.1586408458	-0.239149296389	-0.962115767304	-1.10571883954	0.10403407014
do you want	0.784554515003	-0.236789235707	-0.146068646241	0.0287468500902	-0.784698540645	0.710608891078	0.791862608384
do your	-0.00696895084079	-0.754026959986	-0.172801547342	0.1224410379	1.36485566457	-0.869399661559	-1.09935986262
doc	-0.0550341888978	-0.245725733388	0.620813550849	0.766342651452	0.355207820356	-0.213051395421	-0.13487800961
doctor	-1.15255454341	-0.74532882473	-0.0435666911979	1.35380495124	0.12160040567	-0.421303368315	1.35470468706
doctors	-0.81557660098	-1.19414053077	-2.19916746798	1.36809878615	0.658500455363	-0.504124528799	0.856950292
doctors office	0.0295566994726	-0.438225903902	-0.688594892397	-0.0973749024732	0.957921023205	-0.635032133866	-0.52818522387
documentary	0.0374516417437	0.901875417647	-1.15838593756	-0.424347963078	-0.879264632029	1.41299020921	0.336391161009
dodge	-1.63893013414	-1.55444505949	3.64728184829	0.372142913492	-0.853535468211	-0.15596059776	-0.735097899219
dodgers	-0.82035466935	0.323080052984	1.24969847046	0.435950624231	0.425113439112	0.193308305867	-1.03265230334
doe	0.0356237688987	0.502775581218	-0.178971508495	1.04020906541	-0.188691000241	-0.944116619938	0.22806692828
does	-1.33115133043	-0.662935899034	2.25922343864	-0.242094685617	1.12123406381	0.0573167772402	0.11693856703
does anyone	-1.95721187176	0.0683788467392	-0.617528698196	1.36793612363	-0.0939923089111	-1.13334915852	0.297684052994
does anyone else	0.525601090583	0.108617625276	0.405866028828	-0.83972364113	-0.0744289550235	1.1221613691	-0.00401453504449
does anyone know	-0.229035144839	-0.16212836862	1.29238478163	-1.71365275064	-0.708012947054	-0.477067277068	0.274580349369
does he	-0.211922547596	-0.467149730554	-0.416939617892	0.325108460453	0.612548025867	0.634355319087	0.528623255527
does it	-0.282522204932	0.368435638483	1.1782053933	-0.182272085123	-0.52879911186	-0.582847335622	0.383645893377
does it take	-0.717831350758	-1.08115201217	-1.46475838401	-0.582738594167	1.81430966434	0.252511199413	-0.649986711597
does my	-1.35069103093	-0.238516437661	-0.514771715788	-0.555949949073	1.70759413501	-0.405605984451	-0.806750416569
does not	1.47033515983	0.525526990429	-2.17414872401	0.114253995573	0.0601253245235	-0.129492054236	0.300014422484
does one	0.0914295409796	0.375740115235	-0.897584950661	-0.0538806147632	0.396484748154	-0.263718899243	0.0592462899043
does she	-0.811392293456	-0.386202919908	0.137010755969	0.181661720448	-0.225976433893	1.05278259832	1.20096450837
does that	-0.88584972008	-0.453776109643	0.139413407512	0.0905577414132	0.525022651266	-0.107830006652	0.354372567231
does the	-1.16808618477	-0.367868135063	1.07691982153	0.0205561692666	-0.24928482796	-0.0103050783156	0.0788166863026
does this	-1.15544225573	0.119201203641	0.129780538618	0.541545752227	-0.193587388261	-0.804881457466	1.06956164176
does user	-0.679409847965	-0.277507078622	-0.795350679053	-0.241907568232	1.56076071287	0.133031299174	-0.309009182091
does your	0.321375058122	-0.536160323872	0.827392714988	0.129723647344	-0.331468152561	-0.474000029386	0.574616925386
doesn	0.587954037506	0.274384537013	-0.506852806569	-0.345642035588	0.602631381355	0.562590174441	0.264439265825
doesnt	-2.45101232387	1.76222468382	-1.89368553632	-0.26254393837	2.12086812911	-0.385631998682	-1.15737341206
doesnt care	-0.725687817788	0.725154825296	-0.763917607744	0.763201582032	-0.388972927511	-0.326283048569	-0.450186283106
doesnt even	-0.942661877783	0.362666856058	-1.13526381527	-0.00918561304542	0.47867720629	0.415152762737	-1.28943483979
doesnt get	0.488023029482	0.479176969916	-0.587723538852	-0.551085736842	-0.341132667283	0.727730644719	0.218822453315
doesnt have	0.0525578748239	0.615328128685	0.102754081384	-1.29911462423	0.859034278104	1.0122416351	-0.581470552078
doesnt know	-1.73680661228	-0.141593933083	-0.201217674099	-0.493093554976	-0.9527009972	3.88554021443	-0.0141740731053
doesnt like	-0.953796204278	0.288635142361	0.0261005837446	0.223588943656	-0.229385692764	1.8863616849	-0.736727765763
doesnt look	-0.425373154894	0.349429655622	1.24066564828	-0.278151410079	0.0627558051141	1.04356453597	-0.586447235233
doesnt make	-0.471008690621	0.180504947351	0.551721361569	-0.292892585615	0.465629112369	0.0193956809362	0.217999685452
doesnt matter	0.699556220169	-0.30325851232	0.743319021481	0.281909942787	-0.00402225272383	-0.0135453345258	-0.853517918612
doesnt mean	1.61896122428	-3.01316083725	-0.763932642218	0.0515088406549	1.7665586107	-0.721117492189	-0.89643767708
doesnt mean you	-0.339672128961	-1.25012003388	-0.830037806581	1.11154014658	0.344423359522	-0.926180711539	0.0331738620007
doesnt seem	-0.262430467795	0.326897707614	0.833324363354	-0.423346236452	-0.0625206433761	-0.134491106163	0.278895188404
doesnt want	-1.06188858698	0.0224496642566	-1.30309740555	0.441034371003	-0.531065533574	0.99942911339	1.30663225485
doesnt want to	-0.198301239807	0.493124157811	-0.548956961008	-1.05019114094	0.457123487248	-0.0360471437596	-0.138524902615
doesnt work	-1.41435332644	-0.252218440344	-0.833397562225	-0.976060605245	1.24329556512	0.752129003359	-1.00545781929
dog	-0.227096618116	0.25450164398	-0.425027739222	1.28290990928	-0.0143904520292	0.107314537436	-0.859704826595
dog and	0.0577008131069	0.274667935794	-0.514279295691	0.249036074618	-0.775497328783	0.224822943752	0.727307324523
dog is	1.16355551571	-0.181616376845	0.422996072654	-1.17304068038	0.105970451986	-0.380969139122	0.616278985571
dogs	1.12146258619	-0.651581778034	-0.876351852299	1.039166004	-0.454511585514	0.244292863035	-0.248206913837
doin	0.793391184682	-0.192775731773	1.41080831513	-0.245314934294	0.0806603981145	-0.0902278436052	-1.02764487156
doing	0.39848838759	0.109136279703	-0.665568588326	-0.608791087627	0.639918201863	0.110764050528	0.419355997648
doing anything	-0.298956536333	-0.347358038818	-0.696170261204	0.684818556407	0.149468254144	1.05841431505	-0.540732715349
doing it	-0.349312794472	-0.711293387469	-0.172664730684	0.46001721231	0.364055638692	-0.532341466908	0.508470070355
